;2724
机械设计制造及其自动化（机械电子工程方）;2903
工商企业管理（专科）;5245
物流管理（国家级示范专业）;3187
现代中药技术;2231
电子商务专业（文理兼招）;8922
光信息科学与工程;3074
政治经济学;4425
中药制药技术　 ;3340
工商企业管理（销售经理方向）;6093
工商管理（学制4年）;2357
酒店管理(国际邮轮乘务方向);6802
船舶工程技术【船舶建造方向】;5145
雷达工程;2005
小型水电站及电力网;6732
机械类(机械设计制造及其自动化)(中外合作办学);4043
汽车技术服务与营销方向;8109
化学制药技术;1439
电子信息工程技术(新能源电子技术方向);8479
土耳其语;343
物流管理（文理兼招）;4874
計算機科學;9730
广播电视学;626
经济学类(中外合作办学);4004
学前教育（专科）（师范类）;6330
　　金融学（投资方向）专业（四年制本科）;9643
建筑可视化设计与制作;4725
电子工艺与管理;1975
财务管理（福清校区）;4845
计算机多媒体技术（非艺术）;2043
会计电算化 文;5803
机械类（机械设计制造及其自动化、材料成型及控制工程、过程装备与控制工程;6562
公共关系（商务沟通与公共关系）;6656
飞机维修（飞机附件修理方向）;6930
旅游管理　;8856
口腔学类（中外）;3175
软件技术（软件开发工程师方向）;8587
金融保险专业（金融理财方向）;6751
网络系统管理（高速公路收费与监控管理方向;1851
农学（观光农业方向）;8218
机械设计制造及其自动化（数控技术方向、机;7545
社会工作专业（ Social Work Program ）;2947
经物制剂;6419
音乐教育（音乐舞蹈）;9106
历史学（文档信息管理）;4862
能源与动力工程专业;5460
工程管理（不动产评估方向）;3748
物流管理（采购物流）;6837
音乐表演（器乐演奏方向）;5508
　　会计学专业（四年制本科）;9662
物业设施管理;898
　　计算机科学与技术（四年制本科）;9640
服装与服饰设计专业;662
汉语言文学书法教育方向;2181
摄影测量与遥感技术;4517
多媒体艺术设计与制作;7069
思想政治教育（师范类）;5553
工商管理（特许经营管理）;7111
计算机应用技术(软件开发及应用方向);5903
表演艺术;1388
计算机信息管理（专科）;5252
文化产业管理专业;2118
汉语言文学(文秘);4446
连锁经营与企业管理;5826
化工设备制造与维修技术;6958
理科试验班;49
01.国际商务管理（Business）;1037
计算机应用技术(数据库应用方向)（专科）;6075
电子商务（商务英语方向）;4584
初等教育（理）;6237
网络系统管理专业;4812
中国语言文学;93
数控技术(数控设备应用与维修);4149
化学工程与工艺（学制4年）;2371
数学与应用数学（金融数学）;589
会计学专业（注册会计师方向）;657
文秘（公共关系）;7898
农业技术与管理;7040
工商企业管理（市场开发与营销方向） ;7935
会展经营与管理;1057
临床医学(精神医学方向);4657
表演（影视戏剧表演）;8732
计算机应用技术(软件方向);6739
机械设计制造及其自动化（机电控制工程方向;2009
舞蹈学（音乐舞蹈）;8846
文秘（建筑）;4184
企业管理精英类;3521
人力资源管理   ;1413
汽车制造与装配技术（中外合作办学）;6019
人力资源管理（商学院）;1175
节目制作;6985
播音与主持艺术;605
分子科学与工程（化学学院）;1212
计算机应用技术 （微软软件方向）;4240
移动通信技术（3G技术与基站工程）;4332
艺术设计(珠宝首饰设计);6450
服装与服饰设计（服装表演与形象设计）;5633
视觉传达设计（展示设计方向） ;7623
服装设计（服装工程方向）;4305
建筑环境与能源应用工程专业（理科）;8914
外交学;137
旅游管理（生态旅游）;2084
材料化学;64
应用日语（商务日语方向）;3832
文秘（公共事务管理）;7058
电子信息工程技术（通信工程方向）;1721
 机电一体化技术;5764
英语（英德双语）;7278
电气工程及其自动化（电机电器及其控制）;3066
电影学;7106
金融管理与实务（邮政金融方向）;1821
稀土工程;2293
美术学 ;9445
汉语言文学（师范）（本科）;7477
旅游与酒店英语方向;8130
酒店管理专业（文理兼招）;8870
信息管理与信息系统（电子商务）;2906
临床医学专业 （在四川省凉山卫生学校办学点招生）;8329
食品科学与工程（学制4年）;2340
通信网络与设备学制两年;5401
医学影像技术（放射治疗技术）;4511
文秘（涉外）;4267
临床医学（临床心理学）;4030
环境设计（本科）;7469
公路养护;2525
网络工程专业（理科）;8861
临床医学专业 (“5+3”本硕一体化培养);7202
测绘工程专业（测绘类）;5968
软件技术（强化日语培养）;4421
文秘(高级涉外文秘);1068
建筑学（注册建筑师方向）;7577
旅游管理（空中乘务方向）;5691
财务管理（学制4年）;2376
旅游管理（休闲与服务管理方向）;2719
中药资源开发与利用;5851
酒店管理(酒店经济师方向);3510
音乐教育（含音乐舞蹈教育）;9124
水产养殖业;3922
雕塑艺术设计（景观造型艺术设计方向）;8661
电气工程及其自动化（含专升本）;6005
楼宇智能化工程技术专业（建筑电气技术方向;6761
广告设计与制作（平面艺术设计方向）;8995
广告设计与广告制作;4155
【法学（侦查方向）】理科;5025
美术教育（师范类、文理兼收）;5083
药品营销;5855
农业工程;278
英语（非师范，英越双语，文理兼招）;9298
生物工程（生物化工工艺方向，与广东轻工职业技术学院联合培养）;7507
火力指挥与控制工程;974
资源环境与城乡规划;7361
植物生产类（中外合作办学）;4026
艺术设计(广告设计方向);6491
金融与证券;1367
机械设计制造及其自动化（数控技术方向;8349
哲学基地班;6368
艺术设计专业（景观设计方向）;7769
新能源材料与器件;261
国际经济与贸易（本科）;7440
学前教育（幼儿园行政管理）;872
文秘（文秘与办公自动化方向）;3245
电子信息工程（职教师资）;9457
市场营销（电子商务）;7297
环境设计（美术类本科）;8791
现代教育技术（５年制）;2456
物流信息技术（信息应用方向）   ;7052
服装艺术与工程;647
工程造价【专科】;9466
装潢艺术设计(建筑装饰方向);8532
应用化学;215
初等教育（师范、文理兼收）;5085
道路桥梁工程技术（试验检测方向）;9491
计算机网络应用与维护;7806
财政学(财务管理方向);6384
石油工程专业（理科）【国家级特色专业】;8863
投资学（2015新增）;7142
森林资源保护;9382
历史学（图书管理）;4861
装饰艺术设计（首饰造型设计）;4137
计算机辅助机械设计;5383
模具制造工艺（中专）;5178
计算机科学与技术（师范）;560
数字媒体设备管理;3781
工程机械运用与维护（高速公路机械化施工方向）;6694
宝玉石鉴定与加工技术;2845
体育教育本科;2025
应用化工技术（中加合作）;4299
计算机辅助设计 与制造;8181
市场营销（本科）;7443
计算机应用技术（学制两年）;6209
食品营养与检测专业（专科）;6141
 环境艺术设计（景观艺术工程方向）   ;2795
服装与服饰设计(服装艺术设计方向);992
医学实验技术本科;7350
艺术设计(环境艺术设计)  ;865
表演艺术(器乐方向);9222
艺术设计（平面艺术设计）;6538
艺术设计（数字媒体艺术方向）（专科）;616
国际商务（进出口业务单证）;3743
食品加工技术 文;5802
数学与应用数学专业（师范、本科）;6132
服饰品设计;4550
土地资源管理（学制4年）;2360
艺术设计(视觉传达设计方向)  ;7262
公共安全管理方向;4094
工商企业管理（连锁经营管理）;9610
工商企业管理（中加合作）;713
工商管理   ;3851
数学与应用数学（师范类）;6337
国际商务（中外合作办学）;4161
　　英语（英语教育方向）（四年制本科）;9653
电脑艺术设计(网页设计方向);1903
英语（新闻传媒）;7383
机械设计与制造（计算机辅助设计与制造、模;8597
语文教育（原汉语言文学教育）;5118
国际经济与贸易（国际服务贸易）;6589
人文教育专业;1599
模具设计与制造（580106）;5304
涉外汉语;930
检测技术及应用;5393
起重运输机械设计与制造;6198
金融学（国际商学院专业）;2717
材料成型及控制工程（国际班）;9424
应用化工技术（精细化工方向）;3259
会展经济与管理（会展管理与服务）;9336
管理科学与工程类(工程管理)(中外合作办学);4044
电气工程及其自动化（现代建筑电气）;3593
连锁经营管理（专科）;5246
德语(Deutsch);8376
小学教育专业;9288
电厂热能动力装置;1769
现代教育与实验技术;2184
机械制造与自动化专业（计算机辅助设计方向;6772
计算机科学与技术(应用软件工程师方向);7246
邓从豪班;5483
社会体育（健身健康管理）;9107
旅游管理（葡萄酒品酒师方向）;884
制冷与冷藏技术（文、理兼收）　　制冷与冷藏技术（文、理兼收）　　;5202
新闻采编与制作（影视化妆造型方向）;6728
旅游管理（会展与策划）（本科）;7441
综合文科;2191
国际经济贸易;8809
园林技术（园林施工与监理方向）;2515
军事法学;352
美术(绘画方向);1900
现代纺织技术;4156
电气自动化技术（国家示范性院校重点项目建;6310
计算机信息管理（三年制）;1340
初等教育﹙数学与科学方向、师范类﹚;6045
初等教育（理科方向）;6317
计算机应用技术专业;7843
机械设计制造及其自动化（职教师资）;9456
中俄合作办学项目;3093
化学专业（理科）;8917
工程监理;783
制药工程专业（食品与药品安全方向）;9241
舞台艺术设计（戏剧影视美术设计方向）;3326
医学影像学（本科）;1581
医学技术;4039
药物化学 ;2689
 刑事执行;3017
计算机信息管理（计算机与邮政通信方向）;1830
矿井通风与安全;2277
证券投资与管理;3012
产品设计(家居产品设计方向);998
石油与天然气开采技术;3154
工程机械技术服务与营销;5709
计算机科学与技术（大连华信对日软件）;3107
数学教育(师范);7976
